yr,service,inci_id,calltime,case_id,callsource,nature,closecode,closed_as,secs_to_disp,secs_to_arrv,secs_to_close,disp,arrv,beat,priority,zip,primeunit,units_dispd,units_arrived
2014,LAW ,14040632,2014-02-21 07:57:34.000,,SELF,PATROL CHECK,PCHK,PATROL CHECK,1.0,1.0,299,1,1,EP04,6,97402,1E42  ,1,1
2014,LAW ,14040634,2014-02-21 08:02:31.000,,SELF,TRAFFIC STOP,ADVI,ADVISED,0.0,0.0,141,1,1,EP01,6,97401,1M13  ,1,1
2014,LAW ,14040636,2014-02-21 08:06:50.000,,SELF,SUBPOENA SERVICE,UTL ,UNABLE TO LOCATE,0.0,562.0,1062,1,1,LS13,P,97404,2E14  ,1,1
2014,LAW ,14040637,2014-02-21 08:07:16.000,,SELF,SUBPOENA SERVICE,GOA ,GONE ON ARRIVAL,0.0,957.0,1931,1,1,EP05,P,97402,2E22  ,1,1
2014,LAW ,14040638,2014-02-21 08:07:35.000,,PHONE,TRAFFIC HAZARD,GOA ,GONE ON ARRIVAL,195.0,903.0,905,1,1,EP01,3,97401,2E12  ,1,1
2014,LAW ,14040639,2014-02-21 08:08:12.000,,SELF,TRAFFIC STOP,UTC ,UNIFORM TRAFFIC CITATION ISSUED,0.0,0.0,878,1,1,EP01,6,97401,1M13  ,1,1
2014,LAW ,14040640,2014-02-21 08:10:06.000,,SELF,PATROL CHECK,ADVI,ADVISED,1.0,1.0,181,1,1,EP05,6,97402,1E44  ,1,1
2014,LAW ,14040644,2014-02-21 08:17:56.000,,SELF,PATROL CHECK,PCHK,PATROL CHECK,1.0,1.0,95,1,1,EP04,6,97402,1E44  ,1,1
2014,LAW ,14040646,2014-02-21 08:24:08.000,,SELF,TRAFFIC STOP,ADVI,ADVISED,0.0,0.0,192,1,1,EP02,6,97401,2E12  ,1,1
2014,LAW ,14040648,2014-02-21 08:25:01.000,1403002,PHONE,THEFT,ARR ,ARREST,706.0,1040.0,27950,1,1,EP01,4,97401,2E14  ,2,2
2014,LAW ,14040649,2014-02-21 08:30:34.000,,SELF,TRAFFIC STOP,UTC ,UNIFORM TRAFFIC CITATION ISSUED,0.0,0.0,405,1,1,EP01,6,97401,1M13  ,1,1
2014,LAW ,14040653,2014-02-21 08:39:41.000,,SELF,TRAFFIC STOP,UTC ,UNIFORM TRAFFIC CITATION ISSUED,0.0,0.0,423,1,1,EP01,6,97401,1M13  ,1,1
2014,LAW ,14040654,2014-02-21 08:43:38.000,,SELF,TRAFFIC STOP,ADVI,ADVISED,0.0,0.0,526,1,1,EP04,6,97402,1E42  ,1,1
2014,LAW ,14040659,2014-02-21 08:51:17.000,,SELF,PATROL CHECK,PCHK,PATROL CHECK,0.0,0.0,310,1,1,EP05,6,97402,1E44  ,1,1
2014,LAW ,14040660,2014-02-21 08:52:44.000,1403007,PHONE,RUNAWAY JUVENILE,REPT,REPORT TAKEN,237.0,4303.0,12185,1,1,EP05,5,97402,1E53  ,3,2
2014,LAW ,14040662,2014-02-21 08:57:46.000,,SELF,TRAFFIC STOP,ADVI,ADVISED,0.0,0.0,789,1,1,EPUO,6,97403,2E34  ,1,1
2014,LAW ,14040663,2014-02-21 08:59:07.000,1403003,PHONE,THEFT,REPT,REPORT TAKEN,925.0,1537.0,9620,1,1,EP06,4,97404,1E57  ,2,2
2014,LAW ,14040667,2014-02-21 09:05:48.000,,SELF,PATROL CHECK,PCHK,PATROL CHECK,0.0,0.0,1552,1,1,EP05,6,97402,1E44  ,1,1
2014,LAW ,14040669,2014-02-21 09:09:35.000,1403008,PHONE,THEFT,REPT,REPORT TAKEN,3029.0,5060.0,15752,1,1,EP02,4,97401,2E26  ,1,1
2014,LAW ,14040671,2014-02-21 09:10:32.000,1403009,PHONE,BURGLARY,REPT,REPORT TAKEN,7650.0,8127.0,10496,1,1,EP03,5,97403,2E34  ,1,1
2014,LAW ,14040677,2014-02-21 09:15:19.000,1403116,PHONE,THEFT,REPT,REPORT TAKEN,,,267,0,0,EP02,9,97401,,0,0
2014,LAW ,14040680,2014-02-21 09:20:02.000,,PHONE,ABANDONED ANIMAL,RSLV,RESOLVED,2646.0,3025.0,6433,1,1,EP05,5,97402,2C82  ,2,2
2014,LAW ,14040682,2014-02-21 09:21:00.000,1403006,PHONE,BURGLARY,REPT,REPORT TAKEN,166.0,552.0,6023,1,1,EP03,5,97403,2E34  ,1,1
2014,LAW ,14040693,2014-02-21 09:46:14.000,,E911,SUSPICIOUS CONDITIONS,ASST,ASSISTED,129.0,1034.0,5028,1,1,EP04,3,97405,1E44  ,4,2
2014,LAW ,14040695,2014-02-21 09:46:38.000,,SELF,TRAFFIC STOP,WARN,WARNING,0.0,0.0,531,1,1,EP04,6,97402,1E42  ,1,1
2014,LAW ,14040696,2014-02-21 09:47:24.000,,E911,MENTAL SUBJECT,ADVI,ADVISED,675.0,1369.0,1552,1,1,EP02,3,97401,1F64  ,1,1
2014,LAW ,14040701,2014-02-21 09:54:23.000,,PHONE,DOWN LINE,REL ,REFERRED TO OTHER AGENCY,,,1564,0,0,EP01,1,97401,,0,0
2014,LAW ,14040704,2014-02-21 09:57:37.000,,SELF,TRUCK SAFETY CHECKS,ADVI,ADVISED,1.0,1.0,3123,1,1,LS14,6,97402,2X20  ,1,1
2014,LAW ,14040706,2014-02-21 10:00:03.000,1403004,RPTO,THEFT,REPT,REPORT TAKEN,,,0,0,0,EP01,P,97401,2Y34  ,0,0
2014,LAW ,14040710,2014-02-21 10:08:23.000,,PHONE,ASSIST PUBLIC- POLICE,TRAN,TRANSPORT MADE,3487.0,4853.0,8300,1,1,EP04,5,97402,CAHOOT,1,1
2014,LAW ,14040716,2014-02-21 10:20:54.000,1403114,PHONE,CRIMINAL MISCHIEF,REPT,REPORT TAKEN,,,3123,0,0,EP01,9,97401,,0,0
2014,LAW ,14040724,2014-02-21 10:27:26.000,1403005,RPTO,THEFT FROM VEHICLE,REPT,REPORT TAKEN,,,0,0,0,EP02,P,97401,2R17  ,0,0
2014,LAW ,14040725,2014-02-21 10:29:38.000,,PHONE,TRANSPORT,DIS ,DISREGARD,,,6041,0,0,EP01,5,97401,CAHOOT,0,0
2014,LAW ,14040727,2014-02-21 10:30:46.000,,PHONE,CRIMINAL TRESPASS,DIS ,DISREGARD,,,1214,0,0,EP05,3,97402,,0,0
2014,LAW ,14040732,2014-02-21 10:42:58.000,,PHONE,SUSPICIOUS SUBJECT,ADVI,ADVISED,377.0,406.0,1490,1,1,EP02,3,97401,2X20  ,2,1
2014,LAW ,14040735,2014-02-21 10:45:18.000,,PHONE,THEFT FROM VEHICLE,ADVI,ADVISED,,,148,0,0,EP04,9,97402,,0,0
2014,LAW ,14040737,2014-02-21 10:47:50.000,1403010,PHONE,FORGERY,REPT,REPORT TAKEN,2982.0,4240.0,14574,1,1,EP05,5,97402,1E57  ,3,3
2014,LAW ,14040738,2014-02-21 10:48:17.000,,SELF,PATROL CHECK,PCHK,PATROL CHECK,0.0,0.0,1464,1,1,EP01,6,97401,SLT1  ,1,1
2014,LAW ,14040739,2014-02-21 10:49:08.000,,PHONE,PARKING VIOLATION,PCO ,RELAYED TO PARKING CONTROL,,,244,0,0,EP01,8,97401,,0,0
2014,LAW ,14040743,2014-02-21 11:01:18.000,,PHONE,SWITCHED PLATE,DIS ,DISREGARD,,,1501,0,0,EP01,3,97408,,0,0
2014,LAW ,14040746,2014-02-21 11:03:09.000,,PHONE,BEAT INFORMATION,INFO,INFORMATION ONLY,420.0,,422,1,0,EP02,5,97401,2E22  ,1,1
2014,LAW ,14040751,2014-02-21 11:14:19.000,,SELF,SUSPICIOUS SUBJECT,FI  ,FIELD INVESTIGATION,0.0,948.0,1118,1,1,EP02,P,97401,CMD6  ,1,1
2014,LAW ,14040753,2014-02-21 11:16:27.000,,PHONE,TRANSPORT,TRAN,TRANSPORT MADE,7597.0,9019.0,9788,1,1,EP05,5,97402,CAHOOT,1,1
2014,LAW ,14040754,2014-02-21 11:21:02.000,,PHONE,ILLEGAL CAMPING,CAMP,,,,119,0,0,EP04,8,97402,,0,0
2014,LAW ,14040755,2014-02-21 11:29:14.000,,SELF,TRAFFIC STOP,ASST,ASSISTED,0.0,0.0,438,1,1,EP05,6,97402,3E58  ,1,1
2014,LAW ,14040757,2014-02-21 11:32:01.000,,SELF,PATROL CHECK,PCHK,PATROL CHECK,0.0,0.0,1040,1,1,EP01,6,97401,2P15  ,1,1
2014,LAW ,14040759,2014-02-21 11:38:32.000,1403117,PHONE,THEFT FROM VEHICLE,REPT,REPORT TAKEN,,,299,0,0,EP04,9,97405,,0,0
2014,LAW ,14040764,2014-02-21 11:42:59.000,,PHONE,CRIMINAL TRESPASS,ADVI,ADVISED,755.0,808.0,2474,1,1,EP02,3,97401,3F65  ,3,2
2014,LAW ,14040765,2014-02-21 11:43:18.000,,SELF,TRAFFIC STOP,UTC ,UNIFORM TRAFFIC CITATION ISSUED,0.0,0.0,979,1,1,EP05,6,97402,1E44  ,2,2
2014,LAW ,14040770,2014-02-21 12:00:31.000,,PHONE,ASSIST PUBLIC- POLICE,FIX ,FIX-IT TICKET,,,173,0,0,EP01,5,97401,CNTR  ,0,0
2014,LAW ,14040771,2014-02-21 12:00:59.000,,PHONE,THEFT,ADVI,ADVISED,,,290,0,0,EP02,9,97401,,0,0
2014,LAW ,14040773,2014-02-21 12:02:20.000,,PHONE,ASSIST PUBLIC- POLICE,FIX ,FIX-IT TICKET,,,127,0,0,EP01,5,97401,CNTR  ,0,0
2014,LAW ,14040780,2014-02-21 12:05:56.000,,PHONE,ASSIST PUBLIC- POLICE,FIX ,FIX-IT TICKET,,,383,0,0,EP01,5,97401,CNTR  ,0,0
2014,LAW ,14040782,2014-02-21 12:09:09.000,,PHONE,ALARM,INFO,INFORMATION ONLY,,,93,0,0,EP01,P,97401,,0,0
2014,LAW ,14040784,2014-02-21 12:11:17.000,1403014,PHONE,DECEASED SUBJECT,REPT,REPORT TAKEN,1057.0,1373.0,21942,1,1,EP02,5,97401,3E29  ,3,3
2014,LAW ,14040787,2014-02-21 12:13:47.000,,SELF,PATROL CHECK,PCHK,PATROL CHECK,0.0,0.0,2611,1,1,EP05,6,97402,3E58  ,2,2
2014,LAW ,14040792,2014-02-21 12:15:06.000,,PHONE,ASSIST PUBLIC- POLICE,FIX ,FIX-IT TICKET,,,148,0,0,EP01,5,97401,CNTR  ,0,0
2014,LAW ,14040793,2014-02-21 12:15:29.000,,PHONE,ILLEGAL CAMPING,DIS ,DISREGARD,4583.0,,4654,1,0,EP05,5,97404,3E58  ,2,2
2014,LAW ,14040794,2014-02-21 12:22:17.000,,PHONE,INTOXICATED SUBJECT,GOA ,GONE ON ARRIVAL,1585.0,3066.0,3638,1,1,EP02,5,97401,CAHOOT,1,1
2014,LAW ,14040795,2014-02-21 12:22:40.000,,SELF,TRAFFIC STOP,ADVI,ADVISED,0.0,0.0,758,1,1,EP05,6,97402,2E34  ,3,2
2014,LAW ,14040798,2014-02-21 12:26:05.000,,PHONE,ANIMAL ABUSE,ACC ,ACCIDENTALLY CHOSE NEW EVENT,,,109,0,0,EP05,P,97402,,0,0
2014,LAW ,14040800,2014-02-21 12:29:47.000,,W911,SUBJECT DOWN,GOA ,GONE ON ARRIVAL,87.0,,794,1,0,EP05,5,97402,CAHOOT,1,1
2014,LAW ,14040802,2014-02-21 12:30:44.000,,SELF,TRAFFIC STOP,FI  ,FIELD INVESTIGATION,1.0,1.0,1554,1,1,EP05,6,97402,3E58  ,1,1
2014,LAW ,14040804,2014-02-21 12:33:03.000,,SELF,TRAFFIC STOP,ADVI,ADVISED,1.0,1.0,361,1,1,EP05,6,97402,3E55  ,1,1
2014,LAW ,14040806,2014-02-21 12:34:03.000,,SELF,PATROL CHECK,PCHK,PATROL CHECK,0.0,0.0,1109,1,1,EP04,6,97402,1E44  ,1,1
2014,LAW ,14040811,2014-02-21 12:35:48.000,,E911,MOTOR VEH ACC UNKNOWN INJ,ASST,ASSISTED,18.0,407.0,1949,1,1,EP01,1,97408,2E12  ,3,3
2014,LAW ,14040812,2014-02-21 12:36:47.000,,PHONE,DEAD ANIMAL,UNFD,UNFOUNDED,579.0,1040.0,1443,1,1,EP05,5,97402,2C82  ,1,1
2014,LAW ,14040813,2014-02-21 12:38:45.000,,PHONE,TOWED VEHICLE,TOW ,VEHICLE TOWED NON IMPOUND,,,964,0,0,EP01,P,97408,,0,0
2014,LAW ,14040818,2014-02-21 12:44:39.000,1403011,SELF,THEFT,REPT,REPORT TAKEN,0.0,0.0,804,1,1,EP01,P,97401,3W73  ,1,1
2014,LAW ,14040820,2014-02-21 12:45:22.000,,SELF,FOLLOW UP,FUP ,FOLLOW UP INVESTIGATION,0.0,0.0,206,1,1,EP05,P,97402,2E22  ,1,1
2014,LAW ,14040823,2014-02-21 12:51:35.000,,SELF,THEFT,RSLV,RESOLVED,0.0,0.0,1297,1,1,EP03,P,97405,2P12  ,1,1
2014,LAW ,14040826,2014-02-21 12:57:13.000,1403024,SELF,WARRANT SERVICE,AO  ,ASSISTING OFFICER,0.0,0.0,11068,1,1,EP05,6,97402,3E85  ,4,4
2014,LAW ,14040828,2014-02-21 12:59:20.000,,SELF,PERSON STOP,FI  ,FIELD INVESTIGATION,0.0,0.0,623,1,1,EP01,6,97401,2P15  ,1,1
2014,LAW ,14040829,2014-02-21 12:58:23.000,1403012,RPTO,THEFT BY DECEPTION,REPT,REPORT TAKEN,,,0,0,0,EP03,P,97401,2R17  ,0,0
2014,LAW ,14040830,2014-02-21 12:57:49.000,1403013,RPTO,FOUND PROPERTY,REPT,REPORT TAKEN,,,0,0,0,EP06,P,97404,3W73  ,0,0
2014,LAW ,14040831,2014-02-21 13:00:31.000,,PHONE,SUSPICIOUS CONDITIONS,INFO,INFORMATION ONLY,2226.0,2598.0,5844,1,1,EP04,3,97402,1E42  ,2,1
2014,LAW ,14040834,2014-02-21 13:02:33.000,,SELF,TRAFFIC STOP,UTC ,UNIFORM TRAFFIC CITATION ISSUED,0.0,0.0,1213,1,1,EP04,6,97405,2P14  ,1,1
2014,LAW ,14040842,2014-02-21 13:15:41.000,,SELF,PERSON STOP,ADVI,ADVISED,0.0,0.0,144,1,1,EP05,6,97402,3E55  ,1,1
2014,LAW ,14040844,2014-02-21 13:16:42.000,,SELF,PATROL CHECK,FI  ,FIELD INVESTIGATION,0.0,0.0,1484,1,1,EP05,6,97402,1E44  ,1,1
2014,LAW ,14040845,2014-02-21 13:17:50.000,,PHONE,CRIMINAL TRESPASS,ASST,ASSISTED,341.0,451.0,739,1,1,EP05,3,97402,3E55  ,1,1
2014,LAW ,14040846,2014-02-21 13:18:18.000,,SELF,DOG AT LARGE,ADVI,ADVISED,0.0,0.0,791,1,1,EP05,P,97402,2C82  ,1,1
2014,LAW ,14040847,2014-02-21 13:19:51.000,,SELF,PATROL CHECK,PCHK,PATROL CHECK,0.0,0.0,210,1,1,EP05,6,97402,3E55  ,1,1
2014,LAW ,14040848,2014-02-21 13:19:31.000,1403015,RPTO,CRIMINAL MISCHIEF,REPT,REPORT TAKEN,,,0,0,0,EP04,P,97402,3W73  ,0,0
2014,LAW ,14040850,2014-02-21 13:22:55.000,,PHONE,FRAUD,ADVI,ADVISED,,,226,0,0,EP05,9,97402,,0,0
2014,LAW ,14040854,2014-02-21 13:24:06.000,1403016,RPTO,THEFT FROM VEHICLE,REPT,REPORT TAKEN,,,0,0,0,EP02,P,97401,3W73  ,0,0
2014,LAW ,14040855,2014-02-21 13:27:38.000,,PHONE,TRANSPORT,TRAN,TRANSPORT MADE,1931.0,2247.0,4600,1,1,EP02,5,97401,CAHOOT,1,1
2014,LAW ,14040856,2014-02-21 13:29:02.000,,PHONE,BURGLARY,INFO,INFORMATION ONLY,-1.0,,973,1,0,LS14,P,97404,2E12  ,1,1
2014,LAW ,14040861,2014-02-21 13:31:24.000,,SELF,PARKING VIOLATION,CIT ,PARKING CITATION ISSUED,0.0,0.0,214,1,1,EP01,P,97408,SLT1  ,1,1
2014,LAW ,14040862,2014-02-21 13:31:45.000,,PHONE,BEAT INFORMATION,INFO,INFORMATION ONLY,177.0,,190,1,0,EP02,5,97401,2E22  ,2,2
2014,LAW ,14040864,2014-02-21 13:38:51.000,,SELF,PATROL CHECK,PCHK,PATROL CHECK,0.0,0.0,114,1,1,EP05,6,97402,3E55  ,1,1
2014,LAW ,14040867,2014-02-21 13:43:05.000,1403019,CNTR,SEX ABUSE,REPT,REPORT TAKEN,567.0,1143.0,10325,1,1,EP01,4,97401,3E94  ,1,1
2014,LAW ,14040872,2014-02-21 13:53:38.000,1403082,PHONE,THEFT FROM VEHICLE,REPT,REPORT TAKEN,,,356,0,0,EP04,9,97405,,0,0
2014,LAW ,14040874,2014-02-21 13:54:13.000,,SELF,FOLLOW UP,ACTT,ACTION TAKEN,0.0,0.0,1686,1,1,EPUO,P,97401,2E22  ,1,1
2014,LAW ,14040876,2014-02-21 13:54:58.000,,PHONE,ASSIST PUBLIC- POLICE,ASST,ASSISTED,5035.0,5481.0,5987,1,1,EP05,5,97402,CAHOOT,1,1
2014,LAW ,14040878,2014-02-21 13:55:34.000,,PHONE,SUSPICIOUS VEHICLE,DIS ,DISREGARD,,,439,0,0,EP05,3,97402,,0,0
2014,LAW ,14040881,2014-02-21 13:59:10.000,,PHONE,DISPUTE,ADVI,ADVISED,137.0,663.0,2111,1,1,EP05,3,97402,3E58  ,3,3
2014,LAW ,14040882,2014-02-21 13:59:27.000,,SELF,PATROL CHECK,PCHK,PATROL CHECK,0.0,0.0,374,1,1,EP05,6,97402,1E44  ,1,1
2014,LAW ,14040883,2014-02-21 14:02:47.000,,SELF,TRAFFIC STOP,WARN,WARNING,0.0,0.0,402,1,1,EPUO,6,97401,3E96  ,1,1
2014,LAW ,14040884,2014-02-21 14:04:09.000,,SELF,TRAFFIC STOP,FI  ,FIELD INVESTIGATION,0.0,0.0,643,1,1,EP05,6,97402,3E55  ,1,1
2014,LAW ,14040885,2014-02-21 14:04:43.000,,PHONE,INFORMATION - POLICE,REL ,REFERRED TO OTHER AGENCY,,,184,0,0,EP02,5,97401,,0,0
2014,LAW ,14040886,2014-02-21 14:04:56.000,,PHONE,VIOLATION OF RESTRAINING ORDER,DIS ,DISREGARD,,,837,0,0,EP05,4,97402,,0,0
2014,LAW ,14040888,2014-02-21 14:05:17.000,,PHONE,DISPUTE,ADVI,ADVISED,208.0,537.0,1221,1,1,EP01,3,97401,3E96  ,3,2
2014,LAW ,14040889,2014-02-21 14:05:29.000,1403021,SELF,FOLLOW UP,REPT,REPORT TAKEN,0.0,980.0,4396,1,1,EP05,P,97402,1E53  ,1,1
2014,LAW ,14040890,2014-02-21 14:05:59.000,,SELF,PERSON STOP,ADVI,ADVISED,1.0,1.0,100,1,1,EP02,6,97401,3F65  ,1,1
2014,LAW ,14040896,2014-02-21 14:13:54.000,1403022,PHONE,CRIMINAL TRESPASS,ARR ,ARREST,595.0,831.0,8568,1,1,EP02,3,97401,2E26  ,3,3
2014,LAW ,14040900,2014-02-21 14:20:37.000,,PHONE,THEFT,WCB ,CALLER WILL CALL BACK,,,338,0,0,EP02,4,97401,,0,0
2014,LAW ,14040902,2014-02-21 14:24:36.000,,PHONE,ASSIST PUBLIC- POLICE,ASST,ASSISTED,4098.0,5388.0,6244,1,1,EP05,5,97402,CAHOOT,2,1
2014,LAW ,14040909,2014-02-21 14:34:46.000,,PHONE,DISPUTE,ASST,ASSISTED,122.0,287.0,2634,1,1,EP01,3,97408,CAHOOT,5,3
2014,LAW ,14040912,2014-02-21 14:39:47.000,,PHONE,FRAUD,ADVI,ADVISED,,,495,0,0,EP03,9,97405,,0,0
2014,LAW ,14040913,2014-02-21 14:40:11.000,,PHONE,INTOXICATED SUBJECT,ASST,ASSISTED,1919.0,2623.0,4040,1,1,EP01,3,97408,2E34  ,2,2
2014,LAW ,14040915,2014-02-21 14:42:31.000,,PHONE,ASSAULT,FUP ,FOLLOW UP INVESTIGATION,6186.0,6886.0,9564,1,1,EP02,4,97401,3E25  ,1,1
2014,LAW ,14040916,2014-02-21 14:46:29.000,,SELF,FOLLOW UP,FUP ,FOLLOW UP INVESTIGATION,0.0,1396.0,2759,1,1,EP05,P,97402,3W73  ,1,1
2014,LAW ,14040918,2014-02-21 14:48:01.000,1403025,W911,ROBBERY,ARR ,ARREST,77.0,355.0,16287,1,1,EP05,P,97402,3E55  ,2,2
2014,LAW ,14040926,2014-02-21 14:53:23.000,1403023,SELF,PERSON STOP,ARR ,ARREST,0.0,0.0,6446,1,1,EP02,6,97401,3F65  ,4,3
2014,LAW ,14040927,2014-02-21 14:53:55.000,,E911,CHECK WELFARE,ADVI,ADVISED,381.0,544.0,2219,1,1,EP01,3,97408,3E96  ,2,1
2014,LAW ,14040929,2014-02-21 14:54:45.000,,PHONE,HARASSMENT,ADVI,ADVISED,1226.0,1956.0,3818,1,1,EP05,4,97402,3E89  ,1,1
2014,LAW ,14040933,2014-02-21 15:01:40.000,1403020,SELF,ASSAULT,REPT,REPORT TAKEN,0.0,0.0,4455,1,1,EP04,P,97405,2P14  ,1,1
2014,LAW ,14040936,2014-02-21 15:05:37.000,,PHONE,SUSPICIOUS CONDITIONS,INFO,INFORMATION ONLY,5806.0,6179.0,10749,1,1,EP01,5,97401,3E94  ,2,2
2014,LAW ,14040937,2014-02-21 15:06:42.000,,SELF,TRAFFIC STOP,UTC ,UNIFORM TRAFFIC CITATION ISSUED,1.0,1.0,624,1,1,EP01,6,97401,1M13  ,1,1
2014,LAW ,14040938,2014-02-21 15:06:54.000,,PHONE,TRANSPORT,TRAN,TRANSPORT MADE,1710.0,1966.0,2659,1,1,EP02,5,97401,CAHOOT,1,1
2014,LAW ,14040939,2014-02-21 15:07:24.000,,SELF,TRAFFIC STOP,UTC ,UNIFORM TRAFFIC CITATION ISSUED,0.0,0.0,810,1,1,EP01,6,97401,1M12  ,1,1
2014,LAW ,14040946,2014-02-21 15:19:09.000,,PHONE,ASSIST OUTSIDE AGENCY,WCB ,CALLER WILL CALL BACK,,,3580,0,0,EP02,4,97401,,0,0
2014,LAW ,14040952,2014-02-21 15:29:09.000,,SELF,TRAFFIC STOP,UTC ,UNIFORM TRAFFIC CITATION ISSUED,0.0,0.0,394,1,1,EP01,6,97401,1M13  ,1,1
2014,LAW ,14040953,2014-02-21 15:29:10.000,,PHONE,BURGLARY,ACC ,ACCIDENTALLY CHOSE NEW EVENT,,,179,0,0,EP04,P,97405,,0,0
2014,LAW ,14040954,2014-02-21 15:29:55.000,,PHONE,ASSIST PUBLIC- POLICE,TRAN,TRANSPORT MADE,1298.0,2094.0,3598,1,1,EP05,5,97402,CAHOOT,1,1
2014,LAW ,14040955,2014-02-21 15:30:56.000,,W911,INTOXICATED SUBJECT,UTL ,UNABLE TO LOCATE,2272.0,2627.0,2845,1,1,EP05,5,97402,CAHOOT,1,1
2014,LAW ,14040956,2014-02-21 15:31:52.000,,SELF,DOG AT LARGE,WARN,WARNING,1.0,1.0,512,1,1,EP01,P,97401,2C82  ,1,1
2014,LAW ,14040959,2014-02-21 15:33:11.000,,PHONE,CRIMINAL TRESPASS,GOA ,GONE ON ARRIVAL,2756.0,3709.0,4010,1,1,EP02,3,97401,CAHOOT,1,1
2014,LAW ,14040963,2014-02-21 15:37:36.000,,PHONE,DISPUTE,FI  ,FIELD INVESTIGATION,276.0,646.0,2039,1,1,EP05,3,97402,3E85  ,3,3
2014,LAW ,14040964,2014-02-21 15:38:24.000,1403028,SELF,LOCATION RUNAWAY,REPT,REPORT TAKEN,0.0,0.0,5899,1,1,EP05,P,97402,2P13  ,4,3
2014,LAW ,14040967,2014-02-21 15:41:02.000,,PHONE,LOST PROPERTY,DIS ,DISREGARD,,,110,0,0,EP01,9,97401,,0,0
2014,LAW ,14040968,2014-02-21 15:41:21.000,,PHONE,CRIMINAL TRESPASS,GOA ,GONE ON ARRIVAL,3081.0,3081.0,3084,1,1,EP01,3,97401,2E14  ,1,1
2014,LAW ,14040974,2014-02-21 15:47:06.000,,SELF,TRAFFIC STOP,UTC ,UNIFORM TRAFFIC CITATION ISSUED,0.0,0.0,839,1,1,EP05,6,97402,3E96  ,1,1
2014,LAW ,14040976,2014-02-21 15:48:53.000,,W911,MENACING,INFO,INFORMATION ONLY,229.0,438.0,1441,1,1,EPUO,P,97401,3E25  ,4,4
2014,LAW ,14040985,2014-02-21 16:07:06.000,,PHONE,CHECK WELFARE,ADVI,ADVISED,1985.0,2314.0,3730,1,1,EP05,5,97402,CAHOOT,1,1
2014,LAW ,14040988,2014-02-21 16:09:19.000,1403026,RPTO,SHOPLIFT 3050 PROGRAM,REPT,REPORT TAKEN,,,0,0,0,EP06,P,97404,2R16  ,0,0
2014,LAW ,14040989,2014-02-21 16:09:54.000,1403027,RPTO,SHOPLIFT 3050 PROGRAM,REPT,REPORT TAKEN,,,0,0,0,EP02,P,97401,2R16  ,0,0
2014,LAW ,14040990,2014-02-21 16:10:52.000,1403031,PHONE,BURGLARY,REPT,REPORT TAKEN,423.0,2478.0,14353,1,1,EP04,5,97405,3W73  ,1,1
2014,LAW ,14040991,2014-02-21 16:11:33.000,,SELF,FOLLOW UP,FUP ,FOLLOW UP INVESTIGATION,0.0,0.0,1432,1,1,EP02,P,97401,3E58  ,1,1
2014,LAW ,14040994,2014-02-21 16:16:35.000,,SELF,PERSON STOP,ADVI,ADVISED,0.0,0.0,394,1,1,EP02,6,97401,3X90  ,1,1
2014,LAW ,14040995,2014-02-21 16:21:38.000,,PHONE,HIT AND RUN,INFO,INFORMATION ONLY,,,75,0,0,EP03,9,97401,,0,0
2014,LAW ,14040996,2014-02-21 16:22:53.000,,SELF,ASSIST SHERIFFS OFFICE,ASST,ASSISTED,0.0,0.0,713,1,1,EP02,P,97401,3E96  ,1,1
2014,LAW ,14040998,2014-02-21 16:26:43.000,,PHONE,CRIMINAL TRESPASS,ADVI,ADVISED,526.0,773.0,1108,1,1,EP05,3,97402,3E58  ,1,1
2014,LAW ,14040999,2014-02-21 16:28:14.000,,PHONE,ILLEGAL CAMPING,CAMP,,,,155,0,0,EP05,8,97402,,0,0
2014,LAW ,14041001,2014-02-21 16:29:58.000,1403032,PHONE,SUSPICIOUS CONDITIONS,REPT,REPORT TAKEN,5662.0,6118.0,16463,1,1,EP01,4,97401,4E12  ,3,3
2014,LAW ,14041004,2014-02-21 16:36:52.000,,PHONE,CHECK WELFARE,ASST,ASSISTED,3744.0,4150.0,6132,1,1,EP04,5,97405,4E42  ,2,2
2014,LAW ,14041005,2014-02-21 16:38:03.000,,PHONE,FORGERY,ADVI,ADVISED,,,114,0,0,EP01,9,97401,,0,0
2014,LAW ,14041007,2014-02-21 16:40:59.000,,W911,DISPUTE,ADVI,ADVISED,488.0,488.0,667,1,1,EP02,3,97401,3F65  ,1,1
2014,LAW ,14041010,2014-02-21 16:42:54.000,,PHONE,ASSIST PUBLIC- POLICE,TRAN,TRANSPORT MADE,479.0,1223.0,4840,1,1,EP01,5,97401,CAHOOT,1,1
2014,LAW ,14041011,2014-02-21 16:46:33.000,,PHONE,BEAT INFORMATION,INFO,INFORMATION ONLY,2126.0,,2145,1,0,EP03,5,97405,3E25  ,1,1
2014,LAW ,14041012,2014-02-21 16:50:02.000,,PHONE,DISORDERLY SUBJECT,GOA ,GONE ON ARRIVAL,919.0,1319.0,1578,1,1,EP05,3,97402,3E58  ,2,2
2014,LAW ,14041013,2014-02-21 16:51:29.000,,SELF,PERSON STOP,ADVI,ADVISED,0.0,0.0,287,1,1,EP05,6,97402,3E58  ,1,1
2014,LAW ,14041019,2014-02-21 17:03:00.000,,SELF,PATROL CHECK,PCHK,PATROL CHECK,0.0,0.0,927,1,1,EP02,6,97401,3F65  ,1,1
